,rep1_cond1,rep2_cond1,rep1_cond2,rep2_cond2
ebgR,31.74641665,28.72684222,25.47491226,24.05382345
ecnA,188.5258433,194.1429447,162.358992,147.7258395
ecnB,294.410221,414.1716153,1155.460271,1280.290609
eco,148.3933985,90.04421237,140.8242946,103.8545211
eda,562.608809,491.1030251,489.6415514,449.2113187
edd,134.3265874,113.100051,92.62458584,95.87504813
efp,491.8314999,586.7431217,634.4450751,620.8943376
elaA,109.1712542,63.53769098,71.09702338,63.66635505
elaB,1862.015521,1717.847833,2211.350993,1926.98005
elaC,38.99137774,46.78041325,38.91952639,37.29800304
elbB,239.8213631,211.954224,126.8829543,149.3321007
emrA,53.81734825,41.24503138,38.19626731,36.0463922
emrB,27.27530826,28.61053921,28.64450711,26.57806598
emrE,25.40666678,27.75136386,22.49663993,24.15270649
emtA,120.1643369,137.6765327,114.6399759,108.5146599
endA,13.78816825,10.74915739,5.900968377,5.517694569
eno,5250.250001,5039.705736,1566.305075,1610.16237
entA,16.11757498,9.460245229,170.6794426,107.3610667
entB,4.551059729,2.534266877,225.3324688,119.1831106
entC,1.383506678,0.924490213,178.3662166,96.33444293
entD,8.780655715,6.902860255,52.82384106,32.46320917
entE,3.837749623,3.036872877,175.095786,92.00388512
entF,4.777909306,5.601239001,146.0690167,92.16691993
envC,97.62023119,100.5229025,77.40636449,71.67438878
envY,5.978491849,4.993703039,8.12965342,7.237661426
envZ,43.29056815,41.78449777,41.52650275,45.51756177
epd,351.2414201,381.053113,167.0871764,177.3031916
eptA,5.740037925,6.943798751,10.34043339,8.666263088
eptB,23.65502056,20.88298814,19.58330665,22.27334695
era,312.1117767,288.6001301,314.5260614,280.7769267
erfK,103.9329364,94.96981773,95.88893685,105.9080092
essD,12.05188039,5.033335602,8.670579972,12.76643057
etp,10.19152302,12.16107931,11.28025892,7.711266788
eutB,138.3311646,150.8670284,115.8231998,119.7907362
eutC,35.17846169,32.44460922,29.20236914,27.1717948
eutL,33.03310853,26.35637552,39.07217996,28.55038109
evgA,301.0618512,287.2684222,179.2028311,165.5276705
evgS,45.9037815,35.84676073,22.92854537,21.03583802
exbB,30.99054958,34.02123983,767.170738,619.041613
exbD,19.86014093,10.20845531,538.3838346,443.9481279
exo,16.92391715,17.34894399,24.52170571,25.80448732
exoX,75.58328609,86.91044642,92.56666512,79.37138283
exuR,108.4669235,108.4402033,94.37464057,81.62628967
exuT,9.401995487,11.87569246,12.89376862,15.70837757
fabA,642.6508476,703.8523404,899.3654494,852.325278
fabB,909.842941,884.1851652,990.1667951,1006.697353
fabD,627.7085833,498.0079664,477.5832903,400.7835559
fabF,465.831377,416.2349703,324.6682721,321.7510545
fabG,939.8990967,929.6673579,816.9564732,811.0070425
fabH,278.3302189,234.76237,281.0324992,260.3870084
fabI,802.9851716,901.1775926,1126.592117,1117.815069
fabR,141.6993427,151.8996429,168.9954219,147.6559927
fabZ,1103.936386,790.3661458,728.539339,697.9541977
fadA,8.945725653,9.807220916,21.28795844,19.54448392
fadB,1.634433094,1.98575432,19.07710325,13.74577319
fadD,18.14215447,19.02278438,35.46084445,34.75558501
fadE,7.852206735,8.893255543,25.27766627,25.47020381
fadL,15.7023386,11.70334603,36.2568984,32.925449
fadR,89.93715744,100.4150453,86.43901264,75.9602619
fbaA,2720.410702,2523.211137,1765.596869,1518.992464
fbaB,910.071481,707.7644216,758.3593654,719.5029332
fbp,227.357095,191.5388251,293.3215744,250.7280959
fdhD,39.40704776,39.1079313,75.66004704,73.29216975
fdhE,140.6571073,104.0439179,218.2662523,155.9151811
fdhF,464.4686977,779.7171113,228.5053663,305.8594274
fdnG,13.87864179,11.59252491,4.159357564,4.674323004
fdnH,16.17811741,9.827801041,5.209130705,5.452780515
fdnI,10.94620329,11.63670249,12.55612569,8.43287157
fdoG,52.68698154,29.57641451,607.3301544,371.0926456
fdoH,37.11658846,22.87575782,467.9321227,256.261706
fdoI,36.83782309,32.47925992,345.891961,170.9015564
fdx,350.5805922,330.0430059,1607.868539,1497.091956
feaB,9.762023119,11.59680523,21.51370981,18.69005436
feaR,5.028267979,3.600001623,12.72097316,10.14550774
fecA,6.717951394,7.949422939,22.43076887,14.52902163
fecB,10.08994638,13.24385979,23.61198573,26.72043608
fecC,5.537350451,7.618021452,11.10411073,9.431056818
fecD,4.760303855,3.976177341,7.225831778,9.364717096
fecE,13.55836544,14.15625638,21.1970669,17.95279299
fecI,4.986984991,4.165519119,73.96441695,70.87570076
fecR,3.069818591,5.128304199,37.75288812,29.38687792
feoA,55.66065813,66.75792483,98.57080389,74.58283123
feoB,37.41688448,43.54420568,72.65294559,60.4673572
fepA,4.065694591,7.762252495,176.0794702,91.05695058
fepB,5.780368966,3.976177341,85.05406155,60.03023779
fepC,3.588979088,2.664707084,55.61333534,38.58090415
fepD,0.647563723,4.32716613,30.24648701,26.98099356
fepG,3.604640964,3.284593626,29.16119762,27.76987919
fes,0.867735388,0.966400436,82.34116315,53.92540273
ffh,319.4279224,280.5807432,290.880182,264.5519357
fhlA,44.45109132,43.66582055,25.50068675,25.42232928
fhuA,13.92088858,18.65294959,97.39154945,79.05629198
fhuB,7.384283751,6.304995278,8.790654336,8.111801573
fhuC,8.563178174,12.26165966,14.08154341,11.51858397
fhuD,2.556459477,5.490911566,10.02472649,6.963507584
fhuE,6.834902032,5.46082438,30.52336519,25.28802549
fhuF,4.124217625,4.133842168,594.3366839,531.8213435
fic,77.16801028,73.02092844,80.03612282,74.69314603
fieF,78.91779487,82.47312688,78.01527719,77.6165048
fimA,1933.43773,2478.381445,1627.751049,2272.00607
fimB,97.1345584,65.80898489,68.09043284,51.06572228
fimC,86.50461258,106.3240149,59.92787378,72.48378349
fimD,27.2709785,30.92151565,19.83147617,26.75286133
fimE,8.720958677,15.47940396,10.85917244,4.619010056
fimF,17.77141685,33.78306608,13.29413565,25.9656215
fimG,32.28182248,38.82858893,23.72499355,33.28390827
fimH,27.74735253,39.73157937,28.23865861,27.9928378
fimI,184.39377,244.6201103,146.7328918,189.7942678
fis,775.7028472,746.763973,413.7625016,310.262949
fiu,3.135706068,6.667020088,48.08477707,23.25134398
fklB,159.2944191,194.3305224,183.7350993,173.179406
fkpA,397.4452217,387.8082929,425.1069933,418.324367
fkpB,182.2244316,163.0800735,200.4104515,193.0284302
fldA,587.6823711,577.3833111,690.4811273,685.925168
fldB,148.9861766,155.1655872,175.8034836,173.8875888
flgA,79.37806678,112.014596,52.16900005,91.57012473
flgB,426.0643184,645.2808664,185.1771014,371.9715382
flgC,430.6538594,608.0269408,198.8453007,341.5729424
flgD,447.8935895,699.0261772,195.1915443,389.266077
flgE,441.1347089,583.6171365,190.89509,336.615611
flgF,235.0116677,337.9525333,103.2847109,190.8885333
flgG,226.0766529,342.266821,108.002768,180.1974338
flgH,81.0010502,167.9794749,42.45693039,86.46106198
flgI,54.52981949,86.63938332,30.1775545,53.3678655
flgJ,49.74279296,80.78984534,29.51650644,50.49651837
flgK,175.1701229,270.1468371,159.0498864,272.8475088
flgL,334.2691354,478.0719136,320.4465144,516.438248
flgM,391.8090912,615.7104816,365.0627235,603.409249
flgN,270.7771401,470.5987733,277.4201725,421.5677433
flhA,18.15607955,27.19308585,16.90806404,24.98020181
flhB,22.08986955,50.14936987,15.67287,32.59939712
flhC,218.0578567,236.5928528,56.4814504,83.74249276
flhD,252.1855972,336.7301518,61.22763395,93.19494317
flhE,7.451926045,17.9816875,13.19679582,17.54166033
fliA,303.7073859,586.6352645,233.7054786,466.2938766
fliC,3185.536602,5135.333778,3726.828327,5869.692651
fliD,315.456042,428.0803636,199.0493255,343.3053782
fliE,30.99054958,58.67431217,22.86746366,27.7213921
fliF,45.30896806,72.08683177,31.52236446,61.77751936
fliG,61.7477366,126.0759605,45.41808897,90.90313816
fliH,48.78643286,120.2725433,46.134359,88.97477376
fliI,25.10369846,41.14587008,18.66344523,34.95437541
fliJ,27.8496155,37.95407116,19.14377532,39.3344077
fliK,25.96282744,29.39682176,15.19834885,31.5765437
fliL,99.3696977,148.4671637,51.11984619,122.0635491
fliM,59.89964434,97.90213369,31.96666637,61.27886674
fliN,47.15953198,98.47830526,26.79470199,50.51066008
fliO,27.56126746,47.52789028,15.74481105,25.11428965
fliP,8.377526615,23.57074233,6.832351948,13.07780693
fliQ,12.05188039,22.14667665,10.13790889,16.17081206
fliR,6.209938371,11.06565384,5.865242588,6.43194212
fliS,230.3932464,365.04542,194.5403569,304.1578787
fliT,184.0381408,319.3280128,138.5543372,228.5400358
fliY,1962.15446,1601.6187,3219.790271,2736.893206
fliZ,247.5875429,295.4349158,138.3232992,249.3616928
flk,38.22478932,37.11326974,43.24843504,35.99210546
flu,323.2105731,273.542431,256.3156833,235.3933391
flxA,235.5002574,331.3839332,141.0366272,222.2048997
fmt,174.7141268,153.6760186,172.6348776,193.6780638
fnr,421.7677983,387.667107,793.9838478,777.8876062
focA,1298.569043,1206.9446,133.9905441,120.5222466
focB,15.71428928,9.604244612,12.38721618,11.36798765
folA,44.74260596,49.83002246,44.72018362,42.60796203
folB,32.62826155,27.99025652,32.01444913,26.77836656
folC,64.87501574,66.39719305,72.08927374,65.55245201
folD,233.0725243,200.0097787,171.8145695,169.8951279
folE,246.1177727,297.3956498,1011.685305,1007.116801
folK,37.96342324,47.56502144,37.81706803,44.04418547
folM,41.85653066,45.11205353,50.01427426,40.04739216
folP,61.70733106,51.22263793,70.08109977,57.38127098
folX,202.5911134,152.7471763,369.4890761,293.7334108
fpr,106.2888729,113.5229427,180.322349,176.5766542
frdA,602.9537773,474.7862837,79.55829522,78.37699166
frdB,610.9565489,478.5161341,78.01071889,66.28122321
frdC,502.0703809,457.1183879,58.93569044,66.73361435
frdD,297.3801487,292.9401321,54.42456351,74.68361884
fre,156.2109113,166.4872545,227.7951188,218.9933859
frlA,4.134389462,6.094173151,5.598939533,3.950151163
frlB,5.407441936,5.845163925,6.900475105,4.717214815
frlC,3.915773413,5.233215356,6.587810831,4.424466913
frlD,12.00588085,11.75725721,8.43128622,13.44860625
frlR,55.56707149,46.78526699,41.33012899,37.35750585
frmA,132.7986929,123.9016775,173.2673902,168.3098603
frmB,53.84329298,48.23311527,63.0500392,46.28979142
frmR,162.7003853,171.3522512,215.5755569,176.5097792
frr,537.0862182,670.2454634,704.3178808,721.0974171
frsA,100.8873072,98.24100814,89.1004548,84.16615432
fruA,77.31153061,62.32768767,29.88582884,25.53286114
fruB,65.59803334,54.79259765,4.330867123,5.485840192
fruK,68.26831929,56.7335719,17.7971698,20.31208442
fruR,135.340818,150.369023,111.3816133,123.4723434
frvX,4.253604845,3.045379524,8.743441988,9.226159908
frwB,5.068547829,3.386917415,8.078412396,3.579373057
frwD,5.70878545,15.89474401,13.9010108,8.73492618
fsaA,29.44803354,18.85792705,26.72699486,30.15419348
fsaB,12.27001398,6.559278975,7.170657157,4.1591991
fsr,5.596573451,6.232926643,10.26507521,10.91576865
ftn,1513.963023,1070.826989,104.1433887,101.0547577
ftsA,137.8380145,120.5131185,134.4834995,119.3555124
ftsB,174.1728484,121.9615934,122.8246654,122.9996484
ftsE,128.4092727,134.8843657,124.4687327,125.0308716
ftsH,565.7096602,543.0383843,676.9939207,710.6448422
ftsI,88.94656039,78.44825268,61.55579565,66.58484671
ftsK,134.6457825,112.3985469,96.11556042,104.4159637
ftsL,103.1324847,117.3344791,105.490234,93.55072894
ftsN,212.5273783,193.091337,186.5341887,193.1720526
ftsQ,136.2689148,113.822434,128.2889478,118.6310191
ftsW,61.15966291,61.1277384,54.15456214,59.06396794
ftsX,88.49426057,88.80343947,96.85957979,87.66523429
ftsY,135.4747519,116.0699318,124.3934921,120.5889345
ftsZ,642.3275629,517.1752331,570.2573751,544.967005
fucA,5.021616831,4.194446335,3.779483577,5.673969143
fucI,6.046298103,5.203380724,7.1383569,5.693137957
fucK,11.90216759,10.12919711,11.63257934,11.89418997
fucO,14.40576328,12.74063074,10.62979756,11.76905318
fucR,48.00994977,46.04264371,39.95245803,41.1246493
fucU,66.15713067,56.54470634,68.1158492,68.44979795
fumA,32.79692042,21.78361638,252.7916885,220.1686059
fumB,109.6523544,73.60221897,13.55803173,10.04571586
fumC,10.89304574,10.45385087,33.45099492,33.71647048
fur,500.8405597,513.1975468,989.1175608,1010.175949
fusA,5208.412429,3709.589757,4703.058808,3515.168751
fxsA,47.75273364,74.07550509,50.13583542,77.56208762
gabD,31.88882638,26.63603685,59.0577105,43.1362623
gabP,7.200159807,7.760174805,12.33961637,11.48158638
gabT,40.89736461,30.55364375,56.11900508,47.89653811
gadA,138.8934053,189.3482652,126.8923883,174.028045
gadB,494.023868,459.7903572,396.615836,427.1150134
gadC,924.2991942,929.7121379,651.4815341,787.5291858
gadE,1963.497832,1622.564368,716.5051995,783.8298224
gadW,310.6706946,322.8791579,255.5227328,254.3829499
gadX,631.8691328,515.2671414,461.8811888,403.3263593
galE,65.27213098,41.15754068,46.60510514,33.89317851
galF,520.1316569,452.3921503,736.762054,510.7429036
galK,103.9356683,93.20213079,81.62430698,86.59839849
galM,330.0895425,306.5257866,269.0320855,281.6708716
galP,28.69125074,26.88775406,46.88567711,37.72274324
galR,40.67509633,48.98723139,38.66861515,33.8458857
galS,4.688771911,4.699713934,6.781158532,7.284591507
galT,45.37584767,38.93984563,30.27154215,28.97138399
galU,332.5603035,296.0199354,311.7446605,267.2102399
gapA,10378.19365,10704.99519,2423.358798,2651.649155
garD,21.11379046,19.01909254,10.90568544,9.209371671
garK,15.11641722,13.73399152,14.67655064,13.109782
garL,3.798452575,4.230352102,5.418788082,5.662930292
garR,18.62563334,12.2020257,16.49229197,17.02190743
gatB,690.7630394,419.6212418,22.74710859,43.54024742
gatC,410.8304715,350.7744944,28.47302776,36.60463279
gatD,183.1746893,147.2577033,12.73197112,15.01067341
gatY,1482.000703,1290.017424,275.4927596,414.1698844
gatZ,1435.318839,1029.526355,159.6920265,225.7929739
gcd,8.846110452,10.91292838,229.2628211,242.0976558
gcl,2.921667974,2.135354498,8.407835124,5.673969143
gcvA,53.17006056,44.41178473,50.84647802,44.55734591
gcvH,97.62023119,93.38773441,327.6555736,256.8998644
gcvP,30.45678751,27.42589963,117.4475798,104.4235386
gcvR,233.9705366,204.9173699,160.6588978,177.2595491
gcvT,29.71696535,28.79343764,162.6158594,139.3464641
gdhA,772.1004892,764.0333801,496.8313785,642.5390101
ggt,22.40280693,15.90568703,53.89007099,40.0791211
gidA,100.0306073,87.14861072,123.6367535,102.1314446
gidB,55.79788855,50.52694585,52.40826888,48.9789019
glcB,35.35662149,31.28454449,42.84806796,33.22093259
glcC,2.977523391,7.816474112,83.99084888,87.11211448
glcD,3.904809248,2.536801144,8.932031306,7.659858343
glcE,4.326316039,1.032479098,6.293438717,8.947412879
glcF,13.29251514,11.10294618,20.59753161,16.70900472
glcG,44.19022811,20.13334241,31.65873302,44.82435623
gldA,222.2392944,273.2772971,52.71944612,59.11412416
glf,291.504857,219.6066207,241.5437989,181.505339
glgA,190.3844118,183.4745597,134.0186458,130.121443
glgB,418.6912522,291.809185,206.1177188,175.6828964
glgC,293.7645846,221.8862111,134.6163121,124.2953865
glgP,210.1546644,185.8633191,139.7689645,140.3368655
glgS,322.162952,297.4926714,360.5209234,415.0042654
glgX,197.3174886,150.0821345,106.4066873,95.57361245
glk,81.18176576,74.28077883,36.38909435,36.39622132
glmM,141.7852386,131.6341401,139.9734883,127.6070571
glmS,295.1722837,311.3076813,272.0703349,256.4168973
glmU,307.5998532,292.2198254,265.5377886,255.9431879
glnA,491.3320856,352.3763291,67.94555958,67.79789512
glnB,224.6129213,256.5664873,234.1587806,208.7819796
glnD,49.05967473,44.74076091,60.09446259,55.96596836
glnE,56.696016,46.49590269,50.55713693,45.05323228
glnG,37.8480329,41.63746558,26.25865987,25.09825925
glnH,324.5295504,209.5808174,301.0515367,259.9429839
glnL,38.42828148,27.95658403,24.83406554,26.04351836
glnP,125.723025,99.66004493,107.1756445,114.8978751
glnQ,140.4219093,111.2763987,124.5375355,134.1269801
glnS,174.5242572,175.6498089,163.7063182,168.654899
glnU,542.3346177,761.0403431,791.3971824,1035.612848
glnV,477.2544636,710.3043202,614.6774232,588.2771207
glnW,282.0140012,492.8642222,568.5766165,557.6376873
glnX,173.5470777,210.1920948,249.7127032,177.7087135
gloA,386.8121906,346.4119209,305.0788681,220.7841522
gloB,68.86788796,59.68097929,54.69135059,49.84987175
glpC,6.830410802,5.933503934,6.894799497,4.630644842
glpD,9.507061028,7.580083098,33.67256801,29.75442982
glpE,38.80926622,23.27340499,141.4216262,142.6560774
glpF,13.46220682,7.068088293,12.09056323,10.59342111
glpG,80.27335497,69.34010346,115.9801433,100.9331514
glpK,18.3294006,14.04931051,20.33522166,20.55826792
glpQ,29.60935517,30.78887182,34.91269313,29.87131387
glpR,76.74142021,72.3367915,106.4828417,93.25044939
glpT,3.831061317,5.200002344,7.208551459,4.734570278
glpX,73.06228975,74.73831262,32.3469434,30.91218797
gltA,164.9812318,139.2869787,1175.521204,1105.668337
gltB,492.6742015,354.2831637,365.6670133,313.9633637
gltD,497.388493,401.4750224,417.98146,390.9280769
gltF,16.58905889,19.185891,15.81890427,11.71507747
gltI,149.9922144,136.3485763,316.8162565,299.5687174
gltJ,24.59169117,21.27450352,39.85604496,40.00492819
gltK,23.62168557,13.69067284,36.28304234,35.7460056
gltL,25.99620482,24.70910205,57.9435071,61.40547597
gltP,39.37497909,39.30138758,86.50479576,97.58449669
gltS,37.23491405,29.29852067,43.8406822,44.77777887
gltT,12.84476726,14.30526961,15.16473906,27.21265464
gltU,0,21.45790441,5.686777147,18.14176976
gltW,29.97112361,35.76317402,36.01625527,48.37805269
gltX,586.6865589,516.7273516,480.4202186,446.4464047
glxK,5.678896521,7.589532217,7.039826509,8.822873484
glyA,4716.494742,4377.4125,3708.468006,3167.66295
glyQ,616.5488286,488.1673253,517.0228223,434.3945981
glyS,528.1867581,426.476714,482.7918121,427.6199179
glyT,919.7995116,862.5123888,912.4118001,851.7762477
glyU,35.17846169,58.76759406,38.93649218,34.15882774
glyV,402.4693742,536.4476103,627.4410786,819.4032674
glyW,316.8375925,364.784375,354.4757755,314.4573425
glyX,175.5451526,221.7316789,312.7727431,456.5678723
glyY,94.19495992,157.3579657,163.0209449,163.2759278
gmd,3.770240658,3.875937576,5.392808275,7.168316631
gmhB,135.0187225,141.5625638,100.5453793,122.0789923
gmk,277.9464916,257.8616547,274.7393831,282.4572764
gmr,32.27792136,30.38249104,47.80405281,40.26632482
gnd,1704.7115,1489.008774,1617.173378,1265.428197
gnsA,170.1808628,112.4690162,134.1295024,104.3325533
gnsB,484.3609172,309.2897946,174.699537,294.5083466
gntK,6.779182721,15.44318878,12.82396968,6.093069136
gntP,4.600159704,6.066967021,4.609223144,6.326222292
gntR,103.5663095,110.7940259,75.35931323,84.90445392
gntT,11.85970918,12.79544996,11.70459928,13.08631835
gntU,10.67683364,11.35034069,11.17282788,10.28168905
